County,State,FIPS County Code,2016 Prescribing Rate
"Okanogan, WA",WA,53047,71.1
"Pacific, WA",WA,53049,37.9
"Pend Oreille, WA",WA,53051,118
"Pierce, WA",WA,53053,65.2
"San Juan, WA",WA,53055,57.6
"Skagit, WA",WA,53057,80.7
"Skamania, WA",WA,53059,3.9
"Snohomish, WA",WA,53061,70.6
"Spokane, WA",WA,53063,83.7
"Stevens, WA",WA,53065,82.5
"Thurston, WA",WA,53067,63.1
"Wahkiakum, WA",WA,53069,6
"Walla Walla, WA",WA,53071,86.7
"Whatcom, WA",WA,53073,71.2
"Whitman, WA",WA,53075,49.5
"Yakima, WA",WA,53077,68
"Adams, WI",WI,55001,43.6
"Ashland, WI",WI,55003,86.7
"Barron, WI",WI,55005,76.8
"Bayfield, WI",WI,55007,9.5
"Brown, WI",WI,55009,65.2
"Buffalo, WI",WI,55011,0.4
"Burnett, WI",WI,55013,63
"Calumet, WI",WI,55015,19.7
"Chippewa, WI",WI,55017,64.3
"Clark, WI",WI,55019,32.1
"Columbia, WI",WI,55021,93.2
"Crawford, WI",WI,55023,71.4
"Dane, WI",WI,55025,53.1
"Dodge, WI",WI,55027,41.6
"Door, WI",WI,55029,65.4
"Douglas, WI",WI,55031,61.9
"Dunn, WI",WI,55033,38.4
"Eau Claire, WI",WI,55035,57.7
"Florence, WI",WI,55037,
"Fond du Lac, WI",WI,55039,51.5
"Forest, WI",WI,55041,45.8
"Grant, WI",WI,55043,46.7
"Green, WI",WI,55045,54.1
"Green Lake, WI",WI,55047,61.9
"Iowa, WI",WI,55049,46.5
"Iron, WI",WI,55051,64.8
"Jackson, WI",WI,55053,25.3
"Jefferson, WI",WI,55055,63.6
"Juneau, WI",WI,55057,118.9
"Kenosha, WI",WI,55059,64
"Kewaunee, WI",WI,55061,23.8
"La Crosse, WI",WI,55063,63
"Lafayette, WI",WI,55065,14.2
"Langlade, WI",WI,55067,94.4
"Lincoln, WI",WI,55069,75.4
"Manitowoc, WI",WI,55071,59.5
"Marathon, WI",WI,55073,49.9
"Marinette, WI",WI,55075,76.3
"Marquette, WI",WI,55077,33.2
"Menominee, WI",WI,55078,
"Milwaukee, WI",WI,55079,76.8
"Monroe, WI",WI,55081,65.4
"Oconto, WI",WI,55083,36.5
"Oneida, WI",WI,55085,84.2
"Outagamie, WI",WI,55087,57.6
"Ozaukee, WI",WI,55089,61.2
"Pepin, WI",WI,55091,57.6
"Pierce, WI",WI,55093,38.7
"Polk, WI",WI,55095,63.2
"Portage, WI",WI,55097,55.2
"Price, WI",WI,55099,50.1
"Racine, WI",WI,55101,78.4
"Richland, WI",WI,55103,36.9
"Rock, WI",WI,55105,78.2
"Rusk, WI",WI,55107,31.3
"St. Croix, WI",WI,55109,33.4
"Sauk, WI",WI,55111,66.8
"Sawyer, WI",WI,55113,89.4
"Shawano, WI",WI,55115,42
"Sheboygan, WI",WI,55117,67
"Taylor, WI",WI,55119,29.2
"Trempealeau, WI",WI,55121,17.5
"Vernon, WI",WI,55123,42.2
"Vilas, WI",WI,55125,61.9
"Walworth, WI",WI,55127,63
"Washburn, WI",WI,55129,29.1
"Washington, WI",WI,55131,65.7
"Waukesha, WI",WI,55133,68.3
"Waupaca, WI",WI,55135,84.7
"Waushara, WI",WI,55137,26.5
"Winnebago, WI",WI,55139,54.9
"Wood, WI",WI,55141,72
"Barbour, WV",WV,54001,67.2
"Berkeley, WV",WV,54003,90.2
"Boone, WV",WV,54005,142.4
"Braxton, WV",WV,54007,90
"Brooke, WV",WV,54009,86.3
"Cabell, WV",WV,54011,122.3
"Calhoun, WV",WV,54013,46.5
"Clay, WV",WV,54015,62.6
"Doddridge, WV",WV,54017,33.6
"Fayette, WV",WV,54019,78.1
"Gilmer, WV",WV,54021,59.2
"Grant, WV",WV,54023,84.1
"Greenbrier, WV",WV,54025,107.6
"Hampshire, WV",WV,54027,69.2
"Hancock, WV",WV,54029,143.9
"Hardy, WV",WV,54031,80.7
"Harrison, WV",WV,54033,102.9
"Jackson, WV",WV,54035,81.9
"Jefferson, WV",WV,54037,88.4
"Kanawha, WV",WV,54039,111.2
"Lewis, WV",WV,54041,83.2
"Lincoln, WV",WV,54043,53.3
"Logan, WV",WV,54045,194.3
"McDowell, WV",WV,54047,104.4
"Marion, WV",WV,54049,89
"Marshall, WV",WV,54051,117.2
"Mason, WV",WV,54053,81.5
"Mercer, WV",WV,54055,119.3
"Mineral, WV",WV,54057,101.4
"Mingo, WV",WV,54059,96.5
"Monongalia, WV",WV,54061,59.1
"Monroe, WV",WV,54063,42.7
"Morgan, WV",WV,54065,73.6
"Nicholas, WV",WV,54067,134.8
"Ohio, WV",WV,54069,80.7
"Pendleton, WV",WV,54071,83.7
"Pleasants, WV",WV,54073,113.9
"Pocahontas, WV",WV,54075,58.3
"Preston, WV",WV,54077,70.7
"Putnam, WV",WV,54079,95.5
"Raleigh, WV",WV,54081,104.6
"Randolph, WV",WV,54083,95.1
"Ritchie, WV",WV,54085,68
"Roane, WV",WV,54087,94.5
"Summers, WV",WV,54089,115.4
"Taylor, WV",WV,54091,69.8
"Tucker, WV",WV,54093,41.2
"Tyler, WV",WV,54095,51.6
"Upshur, WV",WV,54097,58
"Wayne, WV",WV,54099,67.5
"Webster, WV",WV,54101,61.3
"Wetzel, WV",WV,54103,95.5
"Wirt, WV",WV,54105,38.1
"Wood, WV",WV,54107,109.4
"Wyoming, WV",WV,54109,143.6
"Albany, WY",WY,56001,46.7
"Big Horn, WY",WY,56003,56
"Campbell, WY",WY,56005,70.8
"Carbon, WY",WY,56007,72.5
"Converse, WY",WY,56009,65.5
"Crook, WY",WY,56011,0.3
"Fremont, WY",WY,56013,83.6
"Goshen, WY",WY,56015,31.9
"Hot Springs, WY",WY,56017,98.1
"Johnson, WY",WY,56019,65.8
"Laramie, WY",WY,56021,71.6
"Lincoln, WY",WY,56023,77.6
"Natrona, WY",WY,56025,82.6
"Niobrara, WY",WY,56027,3
"Park, WY",WY,56029,85.3
"Platte, WY",WY,56031,54.5
"Sheridan, WY",WY,56033,51.8
"Sublette, WY",WY,56035,58.6
"Sweetwater, WY",WY,56037,87.7
"Teton, WY",WY,56039,62.7
"Uinta, WY",WY,56041,105.4
"Washakie, WY",WY,56043,81.3
"Weston, WY",WY,56045,46.7
