LGA_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
LGA15950,649,54,9,0,713,27,3,25,743,44,0,787,862,77,12,10,960,14,0,14,971,10,0,979,396,32,26,0,451,4,0,4,457,5,0,460,12,0,0,9,22,0,0,0,22,0,0,23,1915,169,46,16,2146,43,3,46,2198,55,0,2249,30,0,0,3,35,6,0,6,48,0,0,48,48,0,0,0,45,0,0,0,47,0,0,47,74,0,0,8,85,12,0,12,92,0,0,92,1994,165,48,22,2237,56,3,56,2286,55,0,2340,736,31,14,10,798,13,0,14,814,28,0,839,7,0,0,3,7,0,0,0,7,0,0,5,2731,202,67,35,3038,62,4,68,3106,80,0,3187,621,56,0,3,689,24,3,23,708,56,0,760,573,49,0,13,629,18,3,15,649,3,0,655,31,0,9,0,40,0,0,0,40,0,0,46,7,0,0,11,17,0,0,0,23,0,0,21,1238,104,13,22,1379,36,3,42
LGA15990,2170,221,29,13,2429,30,10,37,2467,93,3,2570,5049,327,56,32,5459,44,3,53,5510,70,3,5582,1121,95,101,9,1324,7,0,7,1331,14,3,1347,75,4,0,39,128,0,0,0,128,0,4,133,8416,645,187,93,9338,82,12,97,9431,177,9,9621,37,8,0,0,44,0,0,0,42,0,0,49,189,24,0,4,218,0,0,3,216,0,0,222,229,24,0,4,257,0,0,3,260,3,0,266,8639,671,187,102,9599,84,17,96,9695,179,9,9884,3059,244,69,39,3417,40,7,46,3461,113,4,3577,8,7,0,10,20,0,0,0,20,0,24,41,11707,927,255,147,13031,124,24,141,13175,297,38,13505,3400,361,21,11,3792,56,13,70,3865,186,4,4057,6396,423,62,31,6908,66,12,81,6988,88,6,7083,167,16,48,0,236,0,0,0,236,3,0,244,66,8,3,54,129,0,0,0,129,0,3,133,10032,809,128,98,11065,118,31,150
LGA16100,19,0,0,0,19,0,0,0,19,0,0,18,72,16,0,3,88,0,0,0,88,0,0,86,15,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,106,16,3,4,122,0,0,0,122,3,0,126,3,0,0,0,4,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,6,110,15,3,4,126,0,0,0,129,3,0,131,49,9,7,3,68,6,0,6,75,5,0,79,3,0,0,0,3,0,0,0,3,0,3,3,159,22,10,7,194,5,0,5,207,6,3,214,43,0,0,3,51,3,0,3,54,9,0,57,76,4,0,0,76,0,0,0,76,0,0,80,4,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,125,4,0,3,132,3,0,3
LGA16150,281,42,0,8,325,5,0,10,332,22,3,359,711,73,0,3,793,3,0,8,796,23,0,817,172,13,27,0,209,0,0,0,206,0,0,207,3,0,0,12,12,0,0,0,12,0,0,12,1166,124,32,20,1335,13,0,16,1347,43,3,1398,16,5,0,0,16,0,0,0,16,0,0,16,37,0,3,0,39,3,0,3,44,0,0,44,50,5,3,0,56,3,0,3,65,0,0,65,1221,130,34,20,1392,14,0,18,1409,43,3,1459,465,57,14,13,553,19,3,25,575,58,0,630,3,0,0,3,9,0,0,0,9,0,0,8,1684,188,43,36,1953,37,4,43,1994,97,7,2099,475,53,5,6,541,12,6,10,556,23,3,580,775,73,9,0,860,3,0,3,865,19,3,889,27,8,5,0,40,0,0,0,36,4,0,39,9,0,0,14,17,0,0,0,17,0,0,17,1277,140,24,20,1457,13,6,23
LGA16200,73,16,3,0,93,0,0,0,90,10,0,100,194,15,0,3,212,0,0,0,215,7,0,222,51,0,0,0,51,0,0,0,51,0,0,50,0,0,0,5,5,0,0,0,5,0,0,5,321,29,4,10,359,0,0,3,364,17,0,377,3,3,0,0,5,0,0,0,5,0,0,5,7,4,0,0,11,0,0,0,10,0,0,10,5,5,0,0,12,0,0,0,12,0,0,12,329,32,4,10,376,0,0,3,378,17,0,394,151,21,3,7,181,18,7,21,200,25,3,226,0,0,0,3,3,0,0,0,3,0,0,3,475,53,8,16,558,17,3,22,579,40,3,622,164,16,0,0,181,3,0,8,187,7,0,195,252,25,0,0,274,0,0,0,281,14,0,290,17,0,0,0,15,0,0,0,15,0,0,15,3,0,0,3,10,0,0,0,10,0,0,10,429,39,0,9,479,5,0,11
LGA16260,2599,263,33,20,2918,74,13,90,3005,151,0,3161,2881,330,24,20,3253,24,5,33,3289,86,3,3375,797,79,88,6,964,15,3,21,989,23,0,1013,51,6,0,47,101,0,0,3,99,4,6,112,6329,675,143,85,7235,120,26,148,7381,271,7,7666,307,27,0,4,343,31,4,38,379,16,0,395,294,36,4,7,339,22,3,25,367,11,0,377,603,62,5,12,681,55,6,62,748,22,0,770,6933,737,153,96,7913,180,32,215,8129,296,7,8434,4069,616,94,92,4875,179,37,216,5090,451,10,5550,16,0,0,30,52,0,0,0,52,0,39,89,11017,1356,249,218,12845,358,74,432,13275,748,60,14080,2772,280,17,15,3081,97,31,124,3209,162,0,3376,2889,372,34,10,3304,48,7,53,3357,96,0,3451,147,17,26,0,189,3,0,3,192,4,0,201,42,3,0,28,74,3,0,3,75,8,4,90,5853,668,71,60,6648,151,32,187
LGA16350,1774,155,28,15,1977,21,4,24,2003,74,0,2080,2994,227,26,24,3269,28,4,34,3298,62,3,3364,846,74,67,3,987,12,0,14,1006,11,0,1011,57,4,5,43,101,0,0,3,106,8,7,118,5661,457,129,90,6335,65,10,78,6413,152,16,6572,71,17,0,3,89,17,0,24,112,3,0,120,165,20,0,0,188,13,3,18,201,5,0,208,240,35,0,3,277,35,4,39,313,10,0,322,5895,494,136,93,6613,93,16,112,6724,163,13,6900,2910,383,69,100,3458,89,14,103,3558,259,13,3829,21,0,0,13,43,0,0,0,41,0,30,70,8827,875,204,207,10111,190,26,219,10327,416,59,10799,2443,209,17,24,2690,33,12,48,2738,107,0,2852,3216,252,21,24,3512,30,0,31,3547,75,3,3626,192,12,26,0,230,0,0,5,234,7,0,243,43,3,0,49,90,3,0,3,95,7,4,101,5894,473,68,90,6529,74,15,86
LGA16380,308,70,0,0,382,7,8,15,393,22,0,415,860,125,12,8,1009,3,0,8,1015,25,0,1035,133,30,25,0,188,4,0,8,188,8,0,196,10,7,0,7,20,0,0,0,25,3,0,28,1310,238,37,16,1597,19,10,26,1620,52,0,1679,7,3,0,0,12,7,0,7,16,3,0,18,41,3,0,0,44,0,0,0,44,3,0,47,50,8,0,5,61,3,0,3,67,4,0,72,1360,240,37,19,1658,25,10,34,1690,54,0,1745,644,123,26,14,804,41,12,48,859,87,3,948,10,3,0,7,20,0,0,0,20,0,0,24,2010,372,60,37,2484,66,21,82,2567,139,3,2711,696,101,3,0,801,20,5,26,825,51,0,876,1061,145,20,3,1225,15,3,20,1248,46,0,1292,41,14,14,0,73,3,3,5,84,0,0,84,15,4,0,14,27,0,0,0,27,3,0,33,1816,268,39,16,2137,36,13,47
LGA16400,283,33,8,3,333,3,0,4,337,27,0,358,830,88,17,11,942,11,4,12,960,27,0,992,189,8,22,0,215,4,0,5,222,4,0,226,3,0,0,15,18,0,0,0,18,0,0,22,1308,131,47,23,1508,18,9,29,1539,61,0,1595,15,0,0,0,12,0,0,0,19,0,0,20,33,6,0,0,35,0,0,0,41,3,0,38,41,6,0,0,50,3,0,3,56,5,0,56,1354,133,47,27,1561,22,9,27,1594,59,0,1652,688,126,14,19,841,36,4,41,882,75,3,962,6,0,0,0,6,0,0,0,6,0,0,8,2046,262,65,41,2414,55,15,71,2483,141,5,2626,546,67,19,7,638,6,3,8,644,31,0,675,1037,125,15,0,1182,7,7,11,1194,39,0,1232,50,0,10,0,64,0,0,0,66,3,0,70,10,0,0,9,20,0,0,0,20,0,0,20,1644,199,36,16,1899,14,7,23
LGA16490,550,53,12,3,617,16,0,16,628,28,0,651,817,88,9,7,918,3,3,4,930,10,0,936,307,20,47,0,375,3,0,3,379,6,0,388,21,0,0,10,37,0,0,0,37,0,0,37,1691,164,68,22,1949,18,4,20,1966,45,0,2013,14,0,0,0,17,3,0,3,20,0,0,20,28,3,0,0,36,3,0,3,39,0,0,39,46,3,0,4,54,5,0,5,61,0,0,61,1737,168,70,26,2000,23,4,30,2028,45,0,2071,524,54,12,25,615,21,0,24,639,61,0,698,0,3,0,0,3,0,0,0,3,0,0,7,2267,217,82,48,2616,48,3,50,2667,106,6,2773,923,73,12,7,1006,14,0,22,1029,37,0,1061,982,71,5,10,1073,3,0,9,1076,23,0,1104,64,10,15,0,84,0,5,4,89,0,0,87,12,3,0,12,23,0,0,0,23,0,0,23,1977,150,24,28,2189,23,5,32
LGA16550,1244,125,23,10,1395,19,10,29,1419,70,0,1491,1975,181,19,9,2187,14,0,15,2201,29,3,2235,567,43,69,0,681,3,0,3,685,7,3,697,35,3,0,12,44,0,0,0,44,0,0,47,3817,345,109,35,4303,34,8,47,4356,112,8,4471,35,0,3,0,44,0,0,0,40,4,0,42,97,12,0,0,108,0,7,7,114,3,0,115,130,10,7,0,146,0,7,5,157,10,0,163,3947,357,110,31,4453,38,16,57,4507,119,8,4639,1296,109,22,9,1436,29,9,44,1478,131,6,1614,0,0,0,3,6,0,0,0,6,0,9,10,5243,464,141,45,5893,70,28,96,5993,253,21,6262,1562,154,11,4,1725,38,10,45,1772,91,0,1872,1987,205,19,20,2229,24,6,36,2264,33,0,2294,70,6,23,0,98,0,0,0,98,0,0,98,20,3,0,33,51,0,0,0,51,0,3,56,3632,366,55,60,4111,66,10,75
LGA16610,100,18,0,0,120,3,0,3,120,8,0,131,232,51,3,3,291,3,0,6,298,4,0,300,41,13,12,0,67,0,0,0,67,0,0,67,3,3,0,8,9,0,0,0,13,4,0,14,374,87,17,11,486,12,3,11,499,18,0,516,11,0,0,0,12,0,0,0,8,3,0,16,4,0,0,3,6,5,0,7,15,3,0,18,10,0,0,4,19,4,0,5,23,9,0,30,386,89,17,12,500,13,3,20,519,21,0,549,198,60,3,4,268,20,0,20,287,53,0,337,0,0,0,0,0,0,0,0,0,0,3,3,584,144,22,17,767,36,3,38,803,81,4,889,162,31,3,0,197,9,3,8,210,19,0,226,224,61,9,4,298,0,0,0,304,21,0,321,21,8,9,3,32,0,0,0,32,0,0,32,6,0,0,7,17,0,0,0,16,0,0,20,417,98,17,13,543,15,3,16
LGA16650,859,114,7,7,986,12,7,17,1001,56,0,1059,1300,186,12,8,1510,14,0,14,1523,40,0,1565,404,36,26,8,469,0,0,0,469,13,0,485,22,3,0,19,50,0,0,0,50,0,0,53,2587,345,46,45,3021,24,7,30,3047,116,0,3161,48,5,0,0,54,4,3,9,60,0,0,59,72,13,0,0,89,3,3,8,96,0,0,97,115,19,0,0,141,9,7,11,155,5,0,159,2707,366,44,51,3161,28,11,43,3201,117,0,3321,1396,389,36,56,1876,71,14,80,1958,214,6,2174,11,0,0,8,12,0,0,0,12,3,18,38,4116,752,79,111,5050,99,21,122,5169,328,30,5525,1001,116,8,15,1137,20,8,31,1167,75,0,1245,1275,168,16,10,1470,30,11,32,1503,42,0,1545,70,11,9,0,94,0,0,0,94,8,0,101,10,0,0,24,41,0,0,0,48,0,0,50,2354,300,32,50,2736,54,17,65
LGA16700,1258,106,13,9,1383,36,7,42,1427,76,3,1509,1488,172,22,8,1686,25,4,22,1710,36,0,1746,441,46,34,3,528,4,0,6,532,15,0,543,35,3,0,29,71,0,0,0,70,0,3,74,3230,325,64,49,3664,68,9,72,3742,124,7,3871,76,7,0,0,84,7,5,13,94,3,0,95,124,5,0,5,128,5,3,10,142,0,0,138,200,6,0,5,213,14,6,20,236,4,0,236,3434,328,67,54,3878,84,16,96,3977,124,7,4103,1532,204,34,27,1800,39,10,57,1857,151,3,2008,4,0,0,12,23,0,0,0,23,0,16,40,4965,537,105,93,5704,126,26,149,5849,272,30,6154,1347,162,8,17,1530,37,7,46,1580,68,0,1640,1715,161,22,3,1900,14,3,19,1916,41,3,1962,62,17,7,0,88,0,0,0,88,0,0,87,16,0,0,28,45,0,0,0,45,0,3,47,3140,341,40,48,3566,57,13,65
LGA16900,353,32,3,0,395,3,0,8,402,21,0,419,1100,89,22,13,1230,11,3,10,1236,27,0,1268,225,19,28,0,267,4,0,4,275,3,0,274,15,0,3,10,26,0,0,0,26,0,0,30,1696,146,55,25,1916,17,3,21,1935,51,3,1991,11,3,0,0,18,7,0,7,21,0,0,21,63,9,0,0,70,0,0,0,71,0,0,71,70,11,0,0,83,7,0,8,89,0,0,89,1767,156,55,24,2005,22,3,28,2031,51,3,2079,770,96,24,19,911,17,12,35,947,127,0,1069,0,3,0,0,4,0,0,0,4,5,5,16,2538,258,76,44,2921,42,19,57,2975,182,9,3166,506,73,15,3,600,13,4,23,619,29,0,659,1278,114,25,4,1426,17,3,23,1449,43,3,1492,63,8,9,0,75,0,0,0,76,10,0,86,8,0,0,9,15,0,0,0,15,0,0,16,1860,196,43,18,2119,35,10,42
LGA16950,360,58,6,0,428,5,0,14,438,41,0,485,1054,172,13,3,1245,3,6,12,1257,36,4,1297,201,26,23,0,248,9,0,7,250,16,3,271,11,0,0,15,23,0,0,0,23,0,0,26,1627,254,45,22,1942,21,10,29,1972,99,4,2079,20,3,0,0,23,7,3,10,29,4,0,37,36,12,0,3,54,4,0,4,54,3,0,61,55,17,0,3,76,10,3,16,86,11,0,100,1682,267,45,25,2019,27,14,40,2057,109,4,2175,876,173,15,37,1098,44,10,51,1146,162,4,1313,8,0,0,3,14,0,0,0,14,0,8,26,2566,441,61,63,3130,77,16,93,3219,267,20,3507,633,112,13,3,755,15,0,18,766,56,0,830,1244,206,22,13,1489,25,11,33,1521,69,0,1593,62,18,11,0,86,6,5,6,92,12,0,104,10,0,0,14,27,0,0,0,27,3,0,33,1943,338,42,29,2357,43,18,53
LGA17000,106,15,4,3,124,3,3,5,129,11,0,134,381,34,4,6,417,5,0,5,427,10,0,432,70,3,3,0,80,0,0,0,80,3,0,79,7,3,0,3,11,0,0,0,11,0,0,11,565,49,10,10,632,8,3,8,641,16,0,665,3,0,0,0,3,0,0,0,4,0,0,4,31,3,0,3,35,0,0,0,35,4,0,41,32,3,0,3,37,4,0,4,42,4,0,43,598,55,10,10,672,10,3,13,682,25,0,708,332,36,13,14,397,20,0,20,411,32,0,441,0,0,0,0,0,0,0,0,0,0,0,0,930,94,22,25,1069,27,3,30,1095,53,0,1148,184,11,7,3,206,3,3,8,217,13,0,226,439,34,7,13,492,3,0,3,490,10,0,501,23,0,3,4,32,0,0,0,32,0,0,29,9,0,0,3,11,0,0,0,11,3,0,13,664,42,16,19,736,4,3,12
LGA17040,121,13,0,0,141,3,0,3,138,11,0,149,239,32,3,4,281,0,0,0,281,5,0,284,44,11,6,0,67,0,0,3,71,0,0,72,3,0,0,0,10,0,0,0,10,0,0,10,415,59,16,8,490,3,0,6,495,20,0,513,3,0,0,0,3,0,0,0,3,3,0,6,6,0,0,0,7,0,0,0,7,0,0,7,4,0,0,0,10,0,0,0,10,3,0,10,417,60,11,8,500,3,0,6,508,21,0,527,131,23,5,5,171,8,3,10,179,25,0,207,0,0,0,0,0,0,0,0,0,0,0,3,553,84,20,17,672,11,3,11,685,48,5,736,255,22,8,3,287,0,0,0,287,21,0,306,341,37,0,4,385,0,0,0,385,5,0,390,8,10,0,0,14,0,0,0,14,0,0,16,10,0,0,4,18,0,0,0,18,0,0,18,615,73,8,11,706,0,0,0
LGA17080,76,7,0,4,90,0,0,0,91,4,0,94,201,22,3,5,234,0,0,0,234,6,0,241,29,0,3,0,38,0,0,0,38,0,0,38,0,0,0,0,5,0,0,0,5,0,0,5,308,30,7,15,357,6,0,3,363,9,0,372,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9,0,0,9,8,0,0,0,4,0,0,0,7,0,0,7,313,34,7,15,362,6,4,3,373,9,0,381,135,15,11,7,168,9,3,11,177,18,0,200,0,0,0,0,0,0,0,0,0,0,0,0,448,43,17,21,529,13,5,20,550,27,0,578,110,6,0,3,112,0,0,0,112,10,0,120,238,26,11,9,281,3,0,4,284,10,0,296,7,0,0,0,8,0,0,0,8,0,0,8,0,0,0,3,3,0,0,0,3,0,0,3,351,34,9,17,408,3,0,4
LGA17100,379,38,0,3,423,11,0,9,433,17,0,444,337,51,6,3,393,9,0,8,403,19,0,423,96,5,3,0,107,3,0,3,107,3,0,109,13,0,0,9,22,0,0,0,22,0,0,23,820,102,10,12,946,15,4,21,964,40,0,1009,33,3,0,0,38,3,0,3,43,3,0,43,41,3,0,0,44,0,0,0,43,0,0,43,77,3,0,0,80,5,0,5,86,3,0,86,893,105,10,12,1024,23,4,25,1047,41,0,1093,579,112,14,24,729,28,5,37,760,72,4,835,0,0,0,3,3,0,0,0,3,0,3,6,1469,217,24,41,1757,56,8,62,1813,112,10,1935,392,48,5,3,443,7,0,7,451,13,0,462,377,57,0,3,438,3,0,3,442,15,0,452,26,3,0,0,28,3,0,3,27,0,0,33,4,0,0,7,13,0,0,0,13,3,0,11,794,109,8,14,918,13,0,14
LGA17150,1838,148,27,10,2028,24,6,26,2060,55,0,2114,4709,242,45,34,5023,23,3,27,5049,51,0,5105,1102,74,109,9,1295,8,0,8,1304,15,0,1323,68,0,0,30,100,0,0,0,101,0,0,100,7724,464,182,83,8445,55,8,67,8513,119,4,8640,40,0,0,0,38,9,0,9,45,5,0,48,121,3,0,0,127,0,0,0,128,0,0,127,155,6,0,0,168,9,0,7,176,9,0,183,7882,468,182,81,8609,60,8,72,8683,128,6,8816,2352,193,39,48,2632,38,7,42,2677,97,4,2779,10,0,0,3,10,3,0,3,15,0,17,34,10240,666,221,134,11253,98,22,122,11375,225,24,11629,2680,218,14,12,2926,33,10,47,2972,78,4,3055,5575,366,43,41,6016,30,4,33,6046,74,4,6124,193,14,28,0,237,0,0,0,237,7,0,244,36,3,0,50,96,3,0,3,94,0,0,99,8479,608,76,105,9270,68,12,80
LGA17200,1029,106,9,6,1157,33,13,48,1204,75,0,1278,1337,187,20,9,1550,14,3,15,1565,44,0,1614,528,52,49,14,638,19,0,19,653,14,0,666,23,0,0,17,41,3,0,3,40,0,0,40,2916,348,74,46,3383,67,14,84,3467,130,3,3598,29,3,0,0,31,6,0,6,37,4,0,41,53,9,0,0,64,3,0,3,67,5,0,76,81,13,0,0,99,7,0,10,103,7,0,115,2999,358,76,45,3481,73,15,92,3572,142,3,3713,1195,171,29,11,1408,25,11,38,1447,160,0,1611,4,0,0,7,11,0,0,0,11,0,9,23,4194,530,106,65,4899,94,31,131,5029,302,14,5341,767,115,3,11,895,35,8,36,933,48,0,979,766,90,9,3,878,16,8,19,893,31,0,929,24,5,10,0,37,3,0,3,39,3,0,42,10,3,0,13,21,0,0,0,20,3,0,23,1561,209,28,28,1831,51,10,63
LGA17310,386,42,11,0,436,11,3,16,449,27,0,480,844,76,10,3,938,12,0,13,944,21,0,964,186,22,21,3,223,3,0,3,229,0,0,228,16,0,0,22,33,0,0,0,33,0,0,36,1429,142,39,28,1631,21,5,29,1661,47,0,1709,14,0,0,0,14,0,0,0,19,0,0,17,35,3,0,0,39,6,0,8,46,0,0,48,48,3,0,0,54,9,0,7,62,3,0,64,1479,145,39,28,1689,31,8,39,1724,53,0,1774,512,65,11,16,611,26,8,33,640,89,0,732,11,0,0,4,10,0,0,0,10,0,4,18,2001,213,49,45,2308,57,14,71,2375,139,11,2525,708,80,6,3,797,10,4,11,807,23,0,839,945,88,26,11,1073,9,0,9,1078,29,0,1108,53,7,12,0,65,0,0,0,65,3,0,69,6,3,0,16,28,0,0,0,28,0,0,29,1716,172,43,26,1964,18,3,22
LGA17350,25,12,0,0,39,0,0,0,39,4,0,36,108,6,9,0,122,0,0,0,122,0,0,124,29,0,0,0,32,0,0,0,30,0,0,32,0,0,0,0,3,0,0,0,3,0,0,3,164,13,9,3,193,0,0,0,190,4,0,200,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,3,0,0,0,3,0,0,0,3,0,0,4,170,13,9,3,198,0,0,0,195,4,0,203,61,12,0,3,70,0,0,0,75,10,0,84,0,0,0,0,0,0,0,0,0,0,0,0,225,22,9,3,266,5,0,5,271,16,0,288,46,13,0,0,61,0,0,0,61,0,0,64,143,4,0,0,147,0,0,0,148,5,0,154,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,3,0,0,0,3,0,0,3,199,12,6,0,218,0,0,0
